JLCPCB BOM Tool - BOM Matching,,,,,,,,,,,,,,,,,
BOM name：rev3_bom-JLCPCB Assembly Order.xlsx,,,Download Time：2026-03-01 03:22:45,,,,"* Our matching results are updated in real-time, but stock and prices may change. 
If it's been over 24 hours, please re-match before placing your order.",,,,,,,,,,
PCB Assembled Qty：5,,,Est. Total Price：59.8411,,,,,,,,,,,,,,
Your BOM,,,,,Matched Parts,,,,,,,Order Information,,,,,
Top Designator,Bottom Designator,Comment,Footprint,JLCPCB Part #,Matches,Part # ,Manufacturer,Footprint,Description,Category,Warning,JLCPCB Part #,Product link,Lib Type,Qty,Source,Total Price ($)
"C1,C2",,33p,0402,,Unconfirmed,0402CG330J500NT,FH (Guangdong Fenghua Advanced Tech),0402,33pF 50V C0G ±5% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (0402CG330J500NT) of this part does not match the one (33p) provided in your BOM. Please confirm;,C1562,https://jlcpcb.com/partdetail/1914-0402CG330J500NT/C1562,Basic,4,4 JLCPCB,0.0048
"C10,C11,C12,C13,C14,C15,C17,C18,C19,C21,C33,C35,C37,C41,C43,C45,C47,C48,C6,C7,C8,C9",,100n,0402,,Unconfirmed,CL05B104KO5NNNC,Samsung Electro-Mechanics,0402,100nF 16V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CL05B104KO5NNNC) of this part does not match the one (100n) provided in your BOM. Please confirm;,C1525,https://jlcpcb.com/partdetail/1877-CL05B104KO5NNNC/C1525,Basic,44,44 JLCPCB,0.0572
"C16,C23,C3,C32,C34,C36,C38,C4,C40,C42,C44,C5",,4.7u,0402,,Unconfirmed,CL05A475MP5NRNC,Samsung Electro-Mechanics,0402,10V 4.7uF X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CL05A475MP5NRNC) of this part does not match the one (4.7u) provided in your BOM. Please confirm;,C23733,https://jlcpcb.com/partdetail/24469-CL05A475MP5NRNC/C23733,Basic,24,24 JLCPCB,0.12
"C20,C22",,22u,0603,,Unconfirmed,CL10A226MQ8NRNC,Samsung Electro-Mechanics,0603,22uF 6.3V X5R ±20% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CL10A226MQ8NRNC) of this part does not match the one (22u) provided in your BOM. Please confirm;,C59461,https://jlcpcb.com/partdetail/60514-CL10A226MQ8NRNC/C59461,Basic,4,4 JLCPCB,0.038
"C24,C25",,10u,0603,,Unconfirmed,CL10A106KP8NNNC,Samsung Electro-Mechanics,0603,10V 10uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CL10A106KP8NNNC) of this part does not match the one (10u) provided in your BOM. Please confirm;,C19702,https://jlcpcb.com/partdetail/20411-CL10A106KP8NNNC/C19702,Basic,4,4 JLCPCB,0.0264
"C26,C28",,680p,0603,,Unconfirmed,0603B681K500NT,FH (Guangdong Fenghua Advanced Tech),0603,50V 680pF X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (0603B681K500NT) of this part does not match the one (680p) provided in your BOM. Please confirm;,C1630,https://jlcpcb.com/partdetail/1982-0603B681K500NT/C1630,Extended,20,20 JLCPCB,0.064
"C29,C30",,100n,0603,,Unconfirmed,CC0603KRX7R9BB104,YAGEO,0603,100nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CC0603KRX7R9BB104) of this part does not match the one (100n) provided in your BOM. Please confirm;,C14663,https://jlcpcb.com/partdetail/YAGEO-CC0603KRX7R9BB104/C14663,Basic,4,4 JLCPCB,0.01
C31,,1000p,0402,,Unconfirmed,0402B102K500NT,FH (Guangdong Fenghua Advanced Tech),0402,1nF 50V X7R ±10% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (0402B102K500NT) of this part does not match the one (1000p) provided in your BOM. Please confirm;,C1523,https://jlcpcb.com/partdetail/1875-0402B102K500NT/C1523,Basic,2,2 JLCPCB,0.0024
C39,,10u,0402,,Unconfirmed,CL05A106MQ5NUNC,Samsung Electro-Mechanics,0402,10uF 6.3V X5R ±20% 0402 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CL05A106MQ5NUNC) of this part does not match the one (10u) provided in your BOM. Please confirm;,C15525,https://jlcpcb.com/partdetail/16204-CL05A106MQ5NUNC/C15525,Basic,2,2 JLCPCB,0.0112
C46,,1500p,0603,,Select by Customer,0603B152K500NT,FH (Guangdong Fenghua Advanced Tech),0603,1.5nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,"1.The comment (0603B152K500NT) of this part does not match the one (1500p) provided in your BOM. Please confirm;
2.Multiple lines in the BOM have been matched to the same part. Please check if the matching is correct. ;",C1595,https://jlcpcb.com/partdetail/1947-0603B152K500NT/C1595,Extended,20,20 JLCPCB,0.058
C52,,1500pf,0603,,Select by Customer,0603B152K500NT,FH (Guangdong Fenghua Advanced Tech),0603,1.5nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,"1.The comment (0603B152K500NT) of this part does not match the one (1500pf) provided in your BOM. Please confirm;
2.Multiple lines in the BOM have been matched to the same part. Please check if the matching is correct. ;",C1595,https://jlcpcb.com/partdetail/1947-0603B152K500NT/C1595,Extended,20,20 JLCPCB,0.058
C49,,2.2u,0603,,Unconfirmed,CL10A225KO8NNNC,Samsung Electro-Mechanics,0603,16V 2.2uF X5R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CL10A225KO8NNNC) of this part does not match the one (2.2u) provided in your BOM. Please confirm;,C23630,https://jlcpcb.com/partdetail/24366-CL10A225KO8NNNC/C23630,Basic,2,2 JLCPCB,0.0124
C50,,1000p,0603,,Unconfirmed,CL10B102KB8NNNC,Samsung Electro-Mechanics,0603,1nF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (CL10B102KB8NNNC) of this part does not match the one (1000p) provided in your BOM. Please confirm;,C1588,https://jlcpcb.com/partdetail/1940-CL10B102KB8NNNC/C1588,Basic,2,2 JLCPCB,0.0066
C53,,3p,0603,,Unconfirmed,0603CG3R0C500NT,FH (Guangdong Fenghua Advanced Tech),0603,3pF 50V C0G 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (0603CG3R0C500NT) of this part does not match the one (3p) provided in your BOM. Please confirm;,C46219,https://jlcpcb.com/partdetail/47222-0603CG3R0C500NT/C46219,Extended,20,20 JLCPCB,0.062
C54,,200p,0603,,Unconfirmed,0603B201K500NT,FH (Guangdong Fenghua Advanced Tech),0603,200pF 50V X7R ±10% 0603 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,Multilayer Ceramic Capacitors MLCC - SMD/SMT,1.The comment (0603B201K500NT) of this part does not match the one (200p) provided in your BOM. Please confirm;,C1600,https://jlcpcb.com/partdetail/1952-0603B201K500NT/C1600,Extended,20,20 JLCPCB,0.088
"D1,D2,D3,D4,D5,D6",,LED,0603,,Unconfirmed,KT-0603W,Hubei KENTO Elec,0603,100mW 120° 2.6V~3.1V 360mcd 5mA Discrete Diode Top-mount White Yellow Lens 0603 LED Indication - Discrete ROHS,LED Indication - Discrete,1.The comment (KT-0603W) of this part does not match the one (LED) provided in your BOM. Please confirm;,C2290,https://jlcpcb.com/partdetail/Hubei_KENTOElec-KT0603W/C2290,Basic,12,12 JLCPCB,0.1416
"FB1,FB2,FB3",,FerriteBead,0603,,Select by Customer,GZ1608D601TF,Sunlord,0603,-55℃~+125℃ 1 200mA 450mΩ 600Ω@100MHz ±25% 0603 Ferrite Beads ROHS,Ferrite Beads,,C1002,https://jlcpcb.com/partdetail/Sunlord-GZ1608D601TF/C1002,Basic,6,6 JLCPCB,0.0792
J1,,USB_C_Receptacle_USB2.0_16P,USB_C_Receptacle_XKB_U262-16XN-4BVC11,,Select by Customer,TYPE-C 16PIN 2MD(073),SHOU HAN,SMD,"-25℃~+85℃ 1 16P 3A 5,000 times 5V Black Female Surface Mount, Right Angle Type-C SMD USB Connectors ROHS",USB Connectors,,C2765186,https://jlcpcb.com/partdetail/SHOUHAN-TYPE_C_16PIN_2MD_073/C2765186,Extended,3,3 JLCPCB,0.1953
"L1,L2,L3",,AOTA-B201610S3R3-101-T,IND-SMD_L2.0-W1.6_AOTA-B201610S3R3-101-T,,Select by System,AOTA-B201610S3R3-101-T,Abracon LLC,0806,0806 Power Inductors ROHS,Power Inductors,,C42411119,https://jlcpcb.com/partdetail/AbraconLLC-AOTA_B201610S3R3_101T/C42411119,Extended,6,6 JLCPCB,1.7286
"L4,L5",,HP0603-R10H-N,IND-SMD_L1.6-W1.0,,Select by System,HP0603-R10H-N,Chilisin Elec,"SMD,1.6x1mm","1.7GHz 100nH 470mA 49@150MHz 540mΩ Wire-wound chip inductor ±3% SMD,1.6x1mm Inductors (SMD) ROHS",Inductors (SMD),,C2903685,https://jlcpcb.com/partdetail/ChilisinElec-HP0603_R10HN/C2903685,Extended,6,6 JLCPCB,0.5478
"R1,R2",,5.1k,0402,,Unconfirmed,0402WGF5101TCE,UNI-ROYAL(Uniroyal Elec),0402,-55℃~+155℃ 5.1kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,Chip Resistor - Surface Mount,1.The comment (0402WGF5101TCE) of this part does not match the one (5.1k) provided in your BOM. Please confirm;,C25905,https://jlcpcb.com/partdetail/26648-0402WGF5101TCE/C25905,Basic,4,4 JLCPCB,0.0032
"R3,R4",,27,0402,,Unconfirmed,0402WGF270JTCE,UNI-ROYAL(Uniroyal Elec),0402,-55℃~+155℃ 27Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,Chip Resistor - Surface Mount,1.The comment (0402WGF270JTCE) of this part does not match the one (27) provided in your BOM. Please confirm;,C25100,https://jlcpcb.com/partdetail/25843-0402WGF270JTCE/C25100,Extended,20,20 JLCPCB,0.016
R6,,33,0402,,Unconfirmed,0402WGF330JTCE,UNI-ROYAL(Uniroyal Elec),0402,-55℃~+155℃ 33Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,Chip Resistor - Surface Mount,1.The comment (0402WGF330JTCE) of this part does not match the one (33) provided in your BOM. Please confirm;,C25105,https://jlcpcb.com/partdetail/25848-0402WGF330JTCE/C25105,Basic,2,2 JLCPCB,0.0016
